2025-04-05-03-23: using tensorboard
2025-04-05-03-27: Get lr 3e-06 from base lr 3e-06 with none
2025-04-05-03-27: {'overall': {'trainable': '472.99M', 'non_trainable': '60.49M', 'total': '533.48M'}, 'content_codec': {'trainable': '63.59M', 'non_trainable': '0', 'total': '63.59M'}, 'condition_codec': {'trainable': '0', 'non_trainable': '0', 'total': '0'}, 'transformer': {'trainable': '409.4M', 'non_trainable': '60.49M', 'total': '469.89M'}, 'first_stage_permuter': {'trainable': '0', 'non_trainable': '0', 'total': '0'}}
2025-04-05-03-27: Distributed, begin DDP the model...
2025-04-05-03-27: Distributed, DDP model done!
2025-04-05-03-27: audioset_train: global rank 0: prepare solver done!
2025-04-05-03-27: audioset_train: global rank 0: start training...
2025-04-05-03-33: audioset_train: train: Epoch 0/1000 iter 0/10055 || | loss: 40.2859 || lr_lr: 3.447e-06 || data_time: 339.0s | fbward_time: 11.7s | iter_time: 350.7s | iter_avg_time: 350.7s | epoch_time: 05m:50s | spend_time: 05m:50s | left_time: 40815d:06h:02m:02s
2025-04-06-18-30: audioset_train: train: Epoch 8/1000 iter 8060/10055 || | loss: 4.4767 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 03h:31m:15s | spend_time: 1d:15h:02m:11s | left_time: 183d:04h:04m:01s
2025-04-06-18-32: audioset_train: train: Epoch 8/1000 iter 8160/10055 || | loss: 4.5286 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 03h:33m:51s | spend_time: 1d:15h:04m:47s | left_time: 183d:03h:56m:23s
2025-04-06-18-35: audioset_train: train: Epoch 8/1000 iter 8260/10055 || | loss: 4.8049 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.1s | iter_time: 1.1s | iter_avg_time: 1.6s | epoch_time: 03h:36m:29s | spend_time: 1d:15h:07m:25s | left_time: 183d:03h:51m:59s
2025-04-06-18-37: audioset_train: train: Epoch 8/1000 iter 8360/10055 || | loss: 4.6247 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.1s | iter_time: 1.1s | iter_avg_time: 1.6s | epoch_time: 03h:39m:08s | spend_time: 1d:15h:10m:04s | left_time: 183d:03h:50m:05s
2025-04-06-18-40: audioset_train: train: Epoch 8/1000 iter 8460/10055 || | loss: 4.7825 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.2s | iter_time: 1.2s | iter_avg_time: 1.6s | epoch_time: 03h:41m:48s | spend_time: 1d:15h:12m:44s | left_time: 183d:03h:50m:16s
2025-04-06-18-43: audioset_train: train: Epoch 8/1000 iter 8560/10055 || | loss: 4.6179 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 03h:44m:25s | spend_time: 1d:15h:15m:20s | left_time: 183d:03h:42m:51s
2025-04-06-18-45: audioset_train: train: Epoch 8/1000 iter 8660/10055 || | loss: 4.5242 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 03h:47m:01s | spend_time: 1d:15h:17m:56s | left_time: 183d:03h:35m:10s
2025-04-06-18-48: audioset_train: train: Epoch 8/1000 iter 8760/10055 || | loss: 4.5949 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 03h:49m:37s | spend_time: 1d:15h:20m:33s | left_time: 183d:03h:28m:10s
2025-04-06-18-51: audioset_train: train: Epoch 8/1000 iter 8860/10055 || | loss: 4.6079 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 03h:52m:15s | spend_time: 1d:15h:23m:10s | left_time: 183d:03h:23m:05s
2025-04-06-18-53: audioset_train: train: Epoch 8/1000 iter 8960/10055 || | loss: 4.5663 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 03h:54m:51s | spend_time: 1d:15h:25m:47s | left_time: 183d:03h:16m:12s
2025-04-06-18-56: audioset_train: train: Epoch 8/1000 iter 9060/10055 || | loss: 4.4230 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 03h:57m:27s | spend_time: 1d:15h:28m:23s | left_time: 183d:03h:08m:57s
2025-04-06-18-58: audioset_train: train: Epoch 8/1000 iter 9160/10055 || | loss: 4.6803 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.1s | iter_time: 1.1s | iter_avg_time: 1.6s | epoch_time: 04h:00m:05s | spend_time: 1d:15h:31m:00s | left_time: 183d:03h:03m:37s
2025-04-06-19-01: audioset_train: train: Epoch 8/1000 iter 9260/10055 || | loss: 4.5812 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 04h:02m:44s | spend_time: 1d:15h:33m:40s | left_time: 183d:03h:02m:20s
2025-04-06-19-04: audioset_train: train: Epoch 8/1000 iter 9360/10055 || | loss: 4.5139 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 04h:05m:20s | spend_time: 1d:15h:36m:16s | left_time: 183d:02h:55m:05s
2025-04-06-19-06: audioset_train: train: Epoch 8/1000 iter 9460/10055 || | loss: 4.6974 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.2s | iter_time: 1.2s | iter_avg_time: 1.6s | epoch_time: 04h:07m:58s | spend_time: 1d:15h:38m:53s | left_time: 183d:02h:49m:42s
2025-04-06-19-09: audioset_train: train: Epoch 8/1000 iter 9560/10055 || | loss: 4.7555 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 04h:10m:35s | spend_time: 1d:15h:41m:31s | left_time: 183d:02h:44m:46s
2025-04-06-19-11: audioset_train: train: Epoch 8/1000 iter 9660/10055 || | loss: 4.8257 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 04h:13m:12s | spend_time: 1d:15h:44m:07s | left_time: 183d:02h:37m:27s
2025-04-06-19-14: audioset_train: train: Epoch 8/1000 iter 9760/10055 || | loss: 4.6714 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 04h:15m:48s | spend_time: 1d:15h:46m:44s | left_time: 183d:02h:30m:43s
2025-04-06-19-17: audioset_train: train: Epoch 8/1000 iter 9860/10055 || | loss: 4.9031 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.7s | iter_time: 1.7s | iter_avg_time: 1.6s | epoch_time: 04h:18m:27s | spend_time: 1d:15h:49m:22s | left_time: 183d:02h:27m:39s
2025-04-06-19-19: audioset_train: train: Epoch 8/1000 iter 9960/10055 || | loss: 4.7102 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.1s | iter_time: 1.1s | iter_avg_time: 1.6s | epoch_time: 04h:21m:03s | spend_time: 1d:15h:51m:59s | left_time: 183d:02h:20m:33s
2025-04-06-19-22: Begin to sample...
2025-04-06-19-23: save condition to /public/home/linzhaocheng/Noisy-to-clean/OUTPUT/audioset_train/2025-04-05T03-22-50/images/train/condition/e0000000008_itr0000010054_rank0_ema.jpg
2025-04-06-19-23: save input_image to /public/home/linzhaocheng/Noisy-to-clean/OUTPUT/audioset_train/2025-04-05T03-22-50/images/train/input_image/e0000000008_itr0000010054_rank0_ema.jpg
2025-04-06-19-23: save reconstruction_image to /public/home/linzhaocheng/Noisy-to-clean/OUTPUT/audioset_train/2025-04-05T03-22-50/images/train/reconstruction_image/e0000000008_itr0000010054_rank0_ematxt
2025-04-06-19-23: save cond1_cont1_fr0_image to /public/home/linzhaocheng/Noisy-to-clean/OUTPUT/audioset_train/2025-04-05T03-22-50/images/train/cond1_cont1_fr0_image/e0000000008_itr0000010054_rank0_ematxt
2025-04-06-19-23: save cond1_cont1_fr0.5_image to /public/home/linzhaocheng/Noisy-to-clean/OUTPUT/audioset_train/2025-04-05T03-22-50/images/train/cond1_cont1_fr0.5_image/e0000000008_itr0000010054_rank0_ematxt
2025-04-06-19-23: save cond1_cont1_fr1.0_image to /public/home/linzhaocheng/Noisy-to-clean/OUTPUT/audioset_train/2025-04-05T03-22-50/images/train/cond1_cont1_fr1.0_image/e0000000008_itr0000010054_rank0_ematxt
2025-04-06-19-23: Sample done, time: 67.59
2025-04-06-19-23: saved in /public/home/linzhaocheng/Noisy-to-clean/OUTPUT/audioset_train/2025-04-05T03-22-50/checkpoint/last.pth
2025-04-06-19-23: audioset_train: train: Epoch 9/1000 iter 5/10055 || | loss: 4.5879 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.8s | iter_time: 1.8s | iter_avg_time: 1.6s | epoch_time: 26s | spend_time: 1d:15h:56m:04s | left_time: 183d:04h:57m:19s
2025-04-06-19-26: audioset_train: train: Epoch 9/1000 iter 105/10055 || | loss: 4.6557 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 03m:05s | spend_time: 1d:15h:58m:44s | left_time: 183d:04h:55m:59s
2025-04-06-19-29: audioset_train: train: Epoch 9/1000 iter 205/10055 || | loss: 4.9063 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 05m:42s | spend_time: 1d:16h:01m:21s | left_time: 183d:04h:49m:26s
2025-04-06-19-31: audioset_train: train: Epoch 9/1000 iter 305/10055 || | loss: 4.7189 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 08m:18s | spend_time: 1d:16h:03m:57s | left_time: 183d:04h:41m:58s
2025-04-06-19-34: audioset_train: train: Epoch 9/1000 iter 405/10055 || | loss: 4.6922 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 10m:54s | spend_time: 1d:16h:06m:33s | left_time: 183d:04h:34m:18s
2025-04-06-19-37: audioset_train: train: Epoch 9/1000 iter 505/10055 || | loss: 4.6760 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.3s | iter_time: 1.3s | iter_avg_time: 1.6s | epoch_time: 13m:32s | spend_time: 1d:16h:09m:10s | left_time: 183d:04h:29m:02s
2025-04-06-19-39: audioset_train: train: Epoch 9/1000 iter 605/10055 || | loss: 4.7285 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 16m:08s | spend_time: 1d:16h:11m:47s | left_time: 183d:04h:21m:47s
2025-04-06-19-42: audioset_train: train: Epoch 9/1000 iter 705/10055 || | loss: 4.5151 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.1s | iter_time: 1.1s | iter_avg_time: 1.6s | epoch_time: 18m:47s | spend_time: 1d:16h:14m:25s | left_time: 183d:04h:19m:02s
2025-04-06-19-44: audioset_train: train: Epoch 9/1000 iter 805/10055 || | loss: 4.5135 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 21m:23s | spend_time: 1d:16h:17m:02s | left_time: 183d:04h:12m:13s
2025-04-06-19-47: audioset_train: train: Epoch 9/1000 iter 905/10055 || | loss: 4.7161 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 24m:00s | spend_time: 1d:16h:19m:38s | left_time: 183d:04h:04m:44s
2025-04-06-19-50: audioset_train: train: Epoch 9/1000 iter 1005/10055 || | loss: 4.6089 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 26m:39s | spend_time: 1d:16h:22m:18s | left_time: 183d:04h:03m:10s
2025-04-06-19-52: audioset_train: train: Epoch 9/1000 iter 1105/10055 || | loss: 4.4148 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 29m:15s | spend_time: 1d:16h:24m:53s | left_time: 183d:03h:55m:15s
2025-04-06-19-55: audioset_train: train: Epoch 9/1000 iter 1205/10055 || | loss: 4.7017 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 31m:52s | spend_time: 1d:16h:27m:30s | left_time: 183d:03h:49m:01s
2025-04-06-19-57: audioset_train: train: Epoch 9/1000 iter 1305/10055 || | loss: 4.8258 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 34m:28s | spend_time: 1d:16h:30m:06s | left_time: 183d:03h:40m:57s
2025-04-06-20-00: audioset_train: train: Epoch 9/1000 iter 1405/10055 || | loss: 4.6760 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.1s | iter_time: 1.1s | iter_avg_time: 1.6s | epoch_time: 37m:05s | spend_time: 1d:16h:32m:44s | left_time: 183d:03h:36m:24s
2025-04-06-20-03: audioset_train: train: Epoch 9/1000 iter 1505/10055 || | loss: 4.5039 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 39m:42s | spend_time: 1d:16h:35m:21s | left_time: 183d:03h:29m:42s
2025-04-06-20-05: audioset_train: train: Epoch 9/1000 iter 1605/10055 || | loss: 4.7546 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 42m:18s | spend_time: 1d:16h:37m:57s | left_time: 183d:03h:23m:00s
2025-04-06-20-08: audioset_train: train: Epoch 9/1000 iter 1705/10055 || | loss: 4.4239 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 44m:55s | spend_time: 1d:16h:40m:34s | left_time: 183d:03h:16m:04s
2025-04-06-20-10: audioset_train: train: Epoch 9/1000 iter 1805/10055 || | loss: 4.5791 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 47m:31s | spend_time: 1d:16h:43m:09s | left_time: 183d:03h:08m:07s
2025-04-06-20-13: audioset_train: train: Epoch 9/1000 iter 1905/10055 || | loss: 4.6382 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 50m:11s | spend_time: 1d:16h:45m:49s | left_time: 183d:03h:07m:27s
2025-04-06-20-16: audioset_train: train: Epoch 9/1000 iter 2005/10055 || | loss: 4.6543 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.1s | iter_time: 1.1s | iter_avg_time: 1.6s | epoch_time: 52m:47s | spend_time: 1d:16h:48m:25s | left_time: 183d:02h:59m:59s
2025-04-06-20-18: audioset_train: train: Epoch 9/1000 iter 2105/10055 || | loss: 4.6867 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.2s | iter_time: 1.2s | iter_avg_time: 1.6s | epoch_time: 55m:25s | spend_time: 1d:16h:51m:03s | left_time: 183d:02h:55m:49s
2025-04-06-20-21: audioset_train: train: Epoch 9/1000 iter 2205/10055 || | loss: 4.6177 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 58m:01s | spend_time: 1d:16h:53m:39s | left_time: 183d:02h:47m:58s
2025-04-06-20-24: audioset_train: train: Epoch 9/1000 iter 2305/10055 || | loss: 4.7557 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 01h:00m:37s | spend_time: 1d:16h:56m:15s | left_time: 183d:02h:40m:22s
2025-04-06-20-26: audioset_train: train: Epoch 9/1000 iter 2405/10055 || | loss: 4.6632 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 01h:03m:13s | spend_time: 1d:16h:58m:52s | left_time: 183d:02h:33m:17s
2025-04-06-20-29: audioset_train: train: Epoch 9/1000 iter 2505/10055 || | loss: 4.6428 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 01h:05m:49s | spend_time: 1d:17h:01m:28s | left_time: 183d:02h:25m:38s
2025-04-06-20-31: audioset_train: train: Epoch 9/1000 iter 2605/10055 || | loss: 4.6279 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 01h:08m:27s | spend_time: 1d:17h:04m:06s | left_time: 183d:02h:21m:22s
2025-04-06-20-34: audioset_train: train: Epoch 9/1000 iter 2705/10055 || | loss: 4.5202 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 01h:11m:03s | spend_time: 1d:17h:06m:42s | left_time: 183d:02h:13m:56s
2025-04-06-20-37: audioset_train: train: Epoch 9/1000 iter 2805/10055 || | loss: 4.8022 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.4s | iter_time: 1.4s | iter_avg_time: 1.6s | epoch_time: 01h:13m:43s | spend_time: 1d:17h:09m:22s | left_time: 183d:02h:13m:11s
2025-04-06-20-39: audioset_train: train: Epoch 9/1000 iter 2905/10055 || | loss: 4.7272 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 01h:16m:22s | spend_time: 1d:17h:12m:01s | left_time: 183d:02h:11m:30s
2025-04-06-20-42: audioset_train: train: Epoch 9/1000 iter 3005/10055 || | loss: 4.6926 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 01h:18m:59s | spend_time: 1d:17h:14m:37s | left_time: 183d:02h:04m:23s
2025-04-06-20-45: audioset_train: train: Epoch 9/1000 iter 3105/10055 || | loss: 4.6836 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 01h:21m:35s | spend_time: 1d:17h:17m:13s | left_time: 183d:01h:57m:01s
2025-04-06-20-47: audioset_train: train: Epoch 9/1000 iter 3205/10055 || | loss: 4.7912 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 01h:24m:11s | spend_time: 1d:17h:19m:50s | left_time: 183d:01h:50m:05s
2025-04-06-20-50: audioset_train: train: Epoch 9/1000 iter 3305/10055 || | loss: 4.6894 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 01h:26m:49s | spend_time: 1d:17h:22m:27s | left_time: 183d:01h:45m:15s
2025-04-06-20-52: audioset_train: train: Epoch 9/1000 iter 3405/10055 || | loss: 4.6351 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 01h:29m:26s | spend_time: 1d:17h:25m:04s | left_time: 183d:01h:39m:38s
2025-04-06-20-55: audioset_train: train: Epoch 9/1000 iter 3505/10055 || | loss: 4.6318 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.2s | iter_time: 1.2s | iter_avg_time: 1.6s | epoch_time: 01h:32m:04s | spend_time: 1d:17h:27m:42s | left_time: 183d:01h:35m:11s
2025-04-06-20-58: audioset_train: train: Epoch 9/1000 iter 3605/10055 || | loss: 4.7163 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 01h:34m:40s | spend_time: 1d:17h:30m:18s | left_time: 183d:01h:28m:08s
2025-04-06-21-00: audioset_train: train: Epoch 9/1000 iter 3705/10055 || | loss: 4.6037 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.1s | iter_time: 1.1s | iter_avg_time: 1.6s | epoch_time: 01h:37m:16s | spend_time: 1d:17h:32m:55s | left_time: 183d:01h:20m:39s
2025-04-06-21-03: audioset_train: train: Epoch 9/1000 iter 3805/10055 || | loss: 4.7006 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 01h:39m:55s | spend_time: 1d:17h:35m:34s | left_time: 183d:01h:18m:38s
2025-04-06-21-06: audioset_train: train: Epoch 9/1000 iter 3905/10055 || | loss: 3.9288 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.1s | iter_time: 1.1s | iter_avg_time: 1.6s | epoch_time: 01h:42m:31s | spend_time: 1d:17h:38m:10s | left_time: 183d:01h:11m:46s
2025-04-06-21-08: audioset_train: train: Epoch 9/1000 iter 4005/10055 || | loss: 4.3238 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 01h:45m:08s | spend_time: 1d:17h:40m:46s | left_time: 183d:01h:04m:50s
2025-04-06-21-11: audioset_train: train: Epoch 9/1000 iter 4105/10055 || | loss: 4.4411 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.1s | iter_time: 1.1s | iter_avg_time: 1.6s | epoch_time: 01h:47m:45s | spend_time: 1d:17h:43m:24s | left_time: 183d:01h:00m:06s
2025-04-06-21-13: audioset_train: train: Epoch 9/1000 iter 4205/10055 || | loss: 4.7697 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.1s | iter_time: 1.1s | iter_avg_time: 1.6s | epoch_time: 01h:50m:24s | spend_time: 1d:17h:46m:02s | left_time: 183d:00h:56m:54s
2025-04-06-21-16: audioset_train: train: Epoch 9/1000 iter 4305/10055 || | loss: 4.4798 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 01h:53m:00s | spend_time: 1d:17h:48m:39s | left_time: 183d:00h:49m:45s
2025-04-06-21-19: audioset_train: train: Epoch 9/1000 iter 4405/10055 || | loss: 4.6525 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.1s | iter_time: 1.1s | iter_avg_time: 1.6s | epoch_time: 01h:55m:36s | spend_time: 1d:17h:51m:15s | left_time: 183d:00h:42m:14s
2025-04-06-21-21: audioset_train: train: Epoch 9/1000 iter 4505/10055 || | loss: 4.6781 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 01h:58m:12s | spend_time: 1d:17h:53m:51s | left_time: 183d:00h:34m:52s
2025-04-06-21-24: audioset_train: train: Epoch 9/1000 iter 4605/10055 || | loss: 4.8021 || lr_lr: 0.000225 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 02h:00m:48s | spend_time: 1d:17h:56m:27s | left_time: 183d:00h:27m:25s
2025-04-06-21-26: audioset_train: train: Epoch 9/1000 iter 4705/10055 || | loss: 4.6241 || lr_lr: 0.0001125 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 02h:03m:29s | spend_time: 1d:17h:59m:07s | left_time: 183d:00h:27m:45s
2025-04-06-21-29: audioset_train: train: Epoch 9/1000 iter 4805/10055 || | loss: 4.5450 || lr_lr: 0.0001125 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 02h:06m:06s | spend_time: 1d:18h:01m:44s | left_time: 183d:00h:22m:08s
2025-04-06-21-32: audioset_train: train: Epoch 9/1000 iter 4905/10055 || | loss: 4.5906 || lr_lr: 0.0001125 || data_time: 0.0s | fbward_time: 1.2s | iter_time: 1.2s | iter_avg_time: 1.6s | epoch_time: 02h:08m:43s | spend_time: 1d:18h:04m:22s | left_time: 183d:00h:16m:56s
2025-04-06-21-34: audioset_train: train: Epoch 9/1000 iter 5005/10055 || | loss: 4.4976 || lr_lr: 0.0001125 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 02h:11m:19s | spend_time: 1d:18h:06m:58s | left_time: 183d:00h:09m:32s
2025-04-06-21-37: audioset_train: train: Epoch 9/1000 iter 5105/10055 || | loss: 4.6150 || lr_lr: 0.0001125 || data_time: 0.0s | fbward_time: 1.2s | iter_time: 1.2s | iter_avg_time: 1.6s | epoch_time: 02h:13m:55s | spend_time: 1d:18h:09m:34s | left_time: 183d:00h:02m:51s
2025-04-06-21-40: audioset_train: train: Epoch 9/1000 iter 5205/10055 || | loss: 4.6319 || lr_lr: 0.0001125 || data_time: 0.0s | fbward_time: 1.1s | iter_time: 1.1s | iter_avg_time: 1.6s | epoch_time: 02h:16m:32s | spend_time: 1d:18h:12m:11s | left_time: 182d:23h:56m:49s
2025-04-06-21-42: audioset_train: train: Epoch 9/1000 iter 5305/10055 || | loss: 4.6957 || lr_lr: 0.0001125 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 02h:19m:08s | spend_time: 1d:18h:14m:47s | left_time: 182d:23h:49m:32s
2025-04-06-21-45: audioset_train: train: Epoch 9/1000 iter 5405/10055 || | loss: 4.5536 || lr_lr: 0.0001125 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 02h:21m:46s | spend_time: 1d:18h:17m:24s | left_time: 182d:23h:44m:43s
2025-04-06-21-47: audioset_train: train: Epoch 9/1000 iter 5505/10055 || | loss: 4.6542 || lr_lr: 0.0001125 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 02h:24m:22s | spend_time: 1d:18h:20m:01s | left_time: 182d:23h:38m:30s
2025-04-06-21-50: audioset_train: train: Epoch 9/1000 iter 5605/10055 || | loss: 4.2844 || lr_lr: 0.0001125 || data_time: 0.0s | fbward_time: 1.3s | iter_time: 1.3s | iter_avg_time: 1.6s | epoch_time: 02h:27m:04s | spend_time: 1d:18h:22m:42s | left_time: 182d:23h:40m:27s
2025-04-06-21-53: audioset_train: train: Epoch 9/1000 iter 5705/10055 || | loss: 4.4799 || lr_lr: 0.0001125 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 02h:29m:40s | spend_time: 1d:18h:25m:19s | left_time: 182d:23h:33m:21s
2025-04-06-21-55: audioset_train: train: Epoch 9/1000 iter 5805/10055 || | loss: 4.6726 || lr_lr: 0.0001125 || data_time: 0.0s | fbward_time: 1.0s | iter_time: 1.0s | iter_avg_time: 1.6s | epoch_time: 02h:32m:17s | spend_time: 1d:18h:27m:55s | left_time: 182d:23h:26m:52s
